monthly_rent_scaled,bedrooms_scaled,bathrooms_scaled,density_scaled,income_scaled
-2.3754765943611584,-1.1677841697609972,-0.8065369140414774,-0.9289310275431956,-0.19376599800289773
-2.2917825185551504,0.485161241437069,1.3604656315367458,-0.9988180049738884,-1.455958683783595
-2.2421526982145905,-0.3413114641619641,-0.8065369140414774,-1.01738380542986,-1.353255014065188
-2.2208208748311393,0.485161241437069,0.2769643587476342,-0.9630125326659432,-1.1443061687760154
-2.2048886692416243,1.3116339470361023,3.5274681771149687,-0.9531991809963583,-0.724425234920349
-2.1754907501413063,-1.1677841697609972,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
-2.1621583605266492,2.9645793582341686,4.61096944990408,-1.01088577527027,-1.6590994594748991
-2.1179948199280987,1.3116339470361023,1.3604656315367458,-0.9630125326659432,-1.1443061687760154
-2.042166853994738,-1.1677841697609972,-0.8065369140414774,-0.9520056652527602,0.13814393048017448
-2.042166853994738,-1.1677841697609972,-0.8065369140414774,-1.0047855836918793,-0.8230207578500197
-2.031100970614573,-1.1677841697609972,-0.8065369140414774,-0.9846284289111102,-1.0771592178152913
-1.975504905921454,-0.3413114641619641,-0.8065369140414774,-0.9630125326659432,-1.1443061687760154
-1.975504905921454,-1.1677841697609972,-0.8065369140414774,-0.8297366079641474,-1.2013952431160402
-1.9152425048632054,10.402833708625467,-0.8065369140414774,-0.9630125326659432,-1.1443061687760154
-1.9088429578481698,-0.3413114641619641,-0.8065369140414774,-0.9874132989795058,-1.1156908014889557
-1.9088429578481698,4.617524769432235,6.777971995482304,-0.9846284289111102,-1.0771592178152913
-1.9088429578481698,-0.3413114641619641,0.2769643587476342,-0.9531991809963583,-0.724425234920349
-1.8862778884253633,-1.1677841697609972,-0.8065369140414774,-1.01738380542986,-1.353255014065188
-1.8573132719875212,-1.1677841697609972,-0.8065369140414774,-1.008366130922674,-2.1574601630188375
-1.8421810097748859,-1.1677841697609972,-0.8065369140414774,-0.9970940377886911,-1.837024713497408
-1.8421810097748859,-0.3413114641619641,-0.8065369140414774,-0.8601049529957009,0.20897404752735166
-1.8421810097748859,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
-1.7755190617016017,-0.3413114641619641,-0.8065369140414774,-0.9871480732587063,-2.034499079824938
-1.7755190617016017,-0.3413114641619641,-0.8065369140414774,-1.01088577527027,-1.6590994594748991
-1.7755190617016017,1.3116339470361023,1.3604656315367458,-0.9512099880903614,-0.2977446098281538
-1.7755190617016017,-0.3413114641619641,0.2769643587476342,-0.9978897149510899,-1.5869944003208727
-1.7755190617016017,-0.3413114641619641,-0.8065369140414774,1.0432874323225838,0.9092005846557452
-1.7421880876649596,-1.1677841697609972,-0.8065369140414774,-0.9531991809963583,-0.724425234920349
-1.7088571136283177,-1.1677841697609972,-0.8065369140414774,-1.008366130922674,-2.1574601630188375
-1.7088571136283177,-0.3413114641619641,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
-1.7088571136283177,-1.1677841697609972,-0.8065369140414774,-0.9970940377886911,-1.837024713497408
-1.7088571136283177,-1.1677841697609972,-0.8065369140414774,-0.9846284289111102,-1.0771592178152913
-1.7088571136283177,0.485161241437069,0.2769643587476342,-1.008366130922674,-2.1574601630188375
-1.7088571136283177,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
-1.7088571136283177,-1.1677841697609972,-0.8065369140414774,-0.8601049529957009,0.20897404752735166
-1.7088571136283177,-1.1677841697609972,-0.8065369140414774,-1.021229578381454,-1.5449213107948494
-1.7088571136283177,-0.3413114641619641,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
-1.7088571136283177,-1.1677841697609972,-0.8065369140414774,-1.008366130922674,-2.1574601630188375
-1.7088571136283177,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
-1.682192334399004,-1.1677841697609972,-0.8065369140414774,-0.8601049529957009,0.20897404752735166
-1.6755261395916756,-0.3413114641619641,-0.8065369140414774,-0.9988180049738884,-1.455958683783595
-1.6421951655550335,-0.3413114641619641,-0.8065369140414774,-1.0033268422274815,-1.2447432747489127
-1.6421951655550335,0.485161241437069,-0.8065369140414774,-0.9978897149510899,-1.5869944003208727
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,1.0432874323225838,0.9092005846557452
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,-0.9289310275431956,-0.19376599800289773
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,-0.9289310275431956,-0.19376599800289773
-1.6421951655550335,-0.3413114641619641,-0.8065369140414774,-0.9978897149510899,-1.5869944003208727
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,-1.0033268422274815,-1.2447432747489127
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,-0.9970940377886911,-1.837024713497408
-1.6421951655550335,-1.1677841697609972,-0.8065369140414774,-1.01738380542986,-1.353255014065188
-1.6301960149018424,-0.3413114641619641,-0.8065369140414774,-0.9512099880903614,-0.2977446098281538
-1.5755332174817493,0.485161241437069,-0.8065369140414774,-1.008366130922674,-2.1574601630188375
-1.5755332174817493,-0.3413114641619641,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
-1.5755332174817493,-1.1677841697609972,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
-1.5755332174817493,-0.3413114641619641,-0.8065369140414774,-1.021229578381454,-1.5449213107948494
-1.5755332174817493,0.485161241437069,0.2769643587476342,-0.9874132989795058,-1.1156908014889557
-1.5755332174817493,2.1381066526351353,0.2769643587476342,-0.9512099880903614,-0.2977446098281538
-1.5088712694084654,-1.1677841697609972,-0.8065369140414774,-0.8297366079641474,-1.2013952431160402
-1.5088712694084654,-1.1677841697609972,-0.8065369140414774,-0.9620842426431447,-1.626234285165009
-1.5088712694084654,-0.3413114641619641,0.2769643587476342,-1.01088577527027,-1.6590994594748991
-1.5088712694084654,0.485161241437069,-0.8065369140414774,-1.0249427384726484,-1.6236844009513105
-1.5088712694084654,-1.1677841697609972,-0.8065369140414774,-0.9623494683639443,-1.471257989065785
